warn: The `get_runtime_isa` function is deprecated. Please migrate away from using this function.
warn: The se.py script is deprecated. It will be removed in future releases of  gem5.
warn: The `get_runtime_isa` function is deprecated. Please migrate away from using this function.
Global frequency set at 1000000000000 ticks per second
src/mem/dram_interface.cc:690: warn: DRAM device capacity (8192 Mbytes) does not match the address range assigned (16384 Mbytes)
src/base/statistics.hh:279: warn: One of the stats is a legacy stat. Legacy stat is a stat that does not belong to any statistics::Group. Legacy stat is deprecated.
src/base/remote_gdb.cc:418: warn: Sockets disabled, not accepting gdb connections
src/sim/process.cc:396: warn: Checkpoints for pipes, device drivers and sockets do not work.
gem5 Simulator System.  https://www.gem5.org
gem5 is copyrighted software; use the --copyright option for details.

gem5 version 23.0.0.1
gem5 compiled Apr  6 2026 01:50:35
gem5 started Apr  6 2026 03:47:54
gem5 executing on b49ce2a326be, pid 115763
command line: /opt/gem5/build/X86/gem5.opt --outdir=/workspace/results_l3/1MB/policy0Config2/bwaves /workspace/configs/run_spec_l3.py --rp-type=DSBRP --l3-size=1MB --l3-assoc=16 --cpu-type=DerivO3CPU --cmd=./speed_bwaves_base.gem5-x86 --options=bwaves_1 --mem-size=16GB --maxinst=250000000 --caches --l2cache --l1d_size=32kB --l1i_size=32kB --l1d_assoc=8 --l1i_assoc=8 --l2_size=256kB --l2_assoc=8 --checkpoint-restore=1 --checkpoint-dir=/workspace/checkpoints/bwaves/m5out --restore-with-cpu=AtomicSimpleCPU --standard-switch=1 --warmup-insts=50000000 --input=bwaves_1.in --dsb-enable-bypass=true --dsb-enable-aging=false --dsb-bypass-counter=6 --dsb-virtual-bypass-counter=3 --dsb-random-promotion=0 --dsb-minimum-bypass-counter=12

info: Standard input is not a terminal, disabling listeners.
Replacement policy: DSBRP
L1I size: 32kB, assoc: 8
L1D size: 32kB, assoc: 8
L2 size: 256kB, assoc: 8
L3 size: 1MB, L3 assoc: 16
Switch at instruction count:1
src/sim/simulate.cc:194: info: Entering event queue @ 26022662981500.  Starting simulation...
src/sim/simulate.cc:194: info: Entering event queue @ 26022662983500.  Starting simulation...
src/sim/power_state.cc:105: warn: PowerState: Already in the requested power state, request ignored
Switched CPUS @ tick 26022662983500
switching cpus
Switch at instruction count:50000000
src/sim/simulate.cc:194: info: Entering event queue @ 26022662984000.  Starting simulation...
[DSB @ 100000 calls] bc=12 isBypassOn=false| real=29 virt=12461 notrack=87509 | touchRes=946(eff=11,ineff=935) resetRes=0(ineff=0,eff=0) | bc++=935 bc--=11 inv=6584
[DSB @ 200000 calls] bc=12 isBypassOn=false| real=29 virt=24915 notrack=175055 | touchRes=946(eff=11,ineff=935) resetRes=0(ineff=0,eff=0) | bc++=935 bc--=11 inv=14550
[DSB @ 300000 calls] bc=12 isBypassOn=false| real=29 virt=37367 notrack=262603 | touchRes=946(eff=11,ineff=935) resetRes=0(ineff=0,eff=0) | bc++=935 bc--=11 inv=22560
[DSB @ 400000 calls] bc=12 isBypassOn=false| real=29 virt=49874 notrack=350096 | touchRes=946(eff=11,ineff=935) resetRes=0(ineff=0,eff=0) | bc++=935 bc--=11 inv=30514
[DSB @ 500000 calls] bc=12 isBypassOn=false| real=29 virt=62334 notrack=437636 | touchRes=946(eff=11,ineff=935) resetRes=0(ineff=0,eff=0) | bc++=935 bc--=11 inv=38518
[DSB @ 600000 calls] bc=12 isBypassOn=false| real=29 virt=74888 notrack=525082 | touchRes=946(eff=11,ineff=935) resetRes=0(ineff=0,eff=0) | bc++=935 bc--=11 inv=46561
[DSB @ 700000 calls] bc=12 isBypassOn=false| real=29 virt=87501 notrack=612469 | touchRes=946(eff=11,ineff=935) resetRes=0(ineff=0,eff=0) | bc++=935 bc--=11 inv=54561
[DSB @ 800000 calls] bc=12 isBypassOn=false| real=29 virt=100161 notrack=699809 | touchRes=946(eff=11,ineff=935) resetRes=0(ineff=0,eff=0) | bc++=935 bc--=11 inv=62624
[DSB @ 900000 calls] bc=12 isBypassOn=false| real=29 virt=112657 notrack=787313 | touchRes=946(eff=11,ineff=935) resetRes=0(ineff=0,eff=0) | bc++=935 bc--=11 inv=70602
[DSB @ 1000000 calls] bc=12 isBypassOn=false| real=29 virt=125075 notrack=874895 | touchRes=946(eff=11,ineff=935) resetRes=0(ineff=0,eff=0) | bc++=935 bc--=11 inv=78534
[DSB @ 1100000 calls] bc=12 isBypassOn=false| real=29 virt=137513 notrack=962457 | touchRes=946(eff=11,ineff=935) resetRes=0(ineff=0,eff=0) | bc++=935 bc--=11 inv=86495
[DSB @ 1200000 calls] bc=12 isBypassOn=false| real=29 virt=150021 notrack=1049949 | touchRes=946(eff=11,ineff=935) resetRes=0(ineff=0,eff=0) | bc++=935 bc--=11 inv=94432
[DSB @ 1300000 calls] bc=12 isBypassOn=false| real=29 virt=162418 notrack=1137552 | touchRes=946(eff=11,ineff=935) resetRes=0(ineff=0,eff=0) | bc++=935 bc--=11 inv=102457
[DSB @ 1400000 calls] bc=12 isBypassOn=false| real=29 virt=174831 notrack=1225139 | touchRes=946(eff=11,ineff=935) resetRes=0(ineff=0,eff=0) | bc++=935 bc--=11 inv=110421
[DSB @ 1500000 calls] bc=12 isBypassOn=false| real=29 virt=187369 notrack=1312601 | touchRes=946(eff=11,ineff=935) resetRes=0(ineff=0,eff=0) | bc++=935 bc--=11 inv=118389
[DSB @ 1600000 calls] bc=12 isBypassOn=false| real=29 virt=199982 notrack=1399988 | touchRes=946(eff=11,ineff=935) resetRes=0(ineff=0,eff=0) | bc++=935 bc--=11 inv=126442
src/sim/simulate.cc:194: info: Entering event queue @ 26278335725500.  Starting simulation...
Switching CPUS @ tick 26278335725500
Simulation ends instruction count:250000000
switching cpus
**** REAL SIMULATION ****
src/sim/simulate.cc:194: info: Entering event queue @ 26278335727500.  Starting simulation...
[DSB @ 1700000 calls] bc=0 isBypassOn=true| real=30796 virt=208601 notrack=1460602 | touchRes=4654(eff=3719,ineff=935) resetRes=1(ineff=0,eff=1) | bc++=935 bc--=3720 inv=131963
[DSB @ 1800000 calls] bc=0 isBypassOn=true| real=130796 virt=208601 notrack=1460602 | touchRes=4654(eff=3719,ineff=935) resetRes=1(ineff=0,eff=1) | bc++=935 bc--=3720 inv=131963
[DSB @ 1900000 calls] bc=0 isBypassOn=true| real=230796 virt=208601 notrack=1460602 | touchRes=4654(eff=3719,ineff=935) resetRes=1(ineff=0,eff=1) | bc++=935 bc--=3720 inv=131963
[DSB @ 2000000 calls] bc=0 isBypassOn=true| real=330796 virt=208601 notrack=1460602 | touchRes=4654(eff=3719,ineff=935) resetRes=1(ineff=0,eff=1) | bc++=935 bc--=3720 inv=131963
[DSB @ 2100000 calls] bc=0 isBypassOn=true| real=430791 virt=208601 notrack=1460607 | touchRes=4654(eff=3719,ineff=935) resetRes=1(ineff=0,eff=1) | bc++=935 bc--=3720 inv=131968
[DSB @ 2200000 calls] bc=0 isBypassOn=true| real=530791 virt=208601 notrack=1460607 | touchRes=4654(eff=3719,ineff=935) resetRes=1(ineff=0,eff=1) | bc++=935 bc--=3720 inv=131968
[DSB @ 2300000 calls] bc=0 isBypassOn=true| real=630791 virt=208601 notrack=1460607 | touchRes=4654(eff=3719,ineff=935) resetRes=1(ineff=0,eff=1) | bc++=935 bc--=3720 inv=131968
[DSB @ 2400000 calls] bc=0 isBypassOn=true| real=730791 virt=208601 notrack=1460607 | touchRes=4654(eff=3719,ineff=935) resetRes=1(ineff=0,eff=1) | bc++=935 bc--=3720 inv=131968
[DSB @ 2500000 calls] bc=0 isBypassOn=true| real=830791 virt=208601 notrack=1460607 | touchRes=4654(eff=3719,ineff=935) resetRes=1(ineff=0,eff=1) | bc++=935 bc--=3720 inv=131968
[DSB @ 2600000 calls] bc=0 isBypassOn=true| real=930791 virt=208601 notrack=1460607 | touchRes=4654(eff=3719,ineff=935) resetRes=1(ineff=0,eff=1) | bc++=935 bc--=3720 inv=131968
[DSB @ 2700000 calls] bc=0 isBypassOn=true| real=1030791 virt=208601 notrack=1460607 | touchRes=4654(eff=3719,ineff=935) resetRes=1(ineff=0,eff=1) | bc++=935 bc--=3720 inv=131968
[DSB @ 2800000 calls] bc=0 isBypassOn=true| real=1130791 virt=208601 notrack=1460607 | touchRes=4654(eff=3719,ineff=935) resetRes=1(ineff=0,eff=1) | bc++=935 bc--=3720 inv=131968
[DSB @ 2900000 calls] bc=0 isBypassOn=true| real=1230790 virt=208601 notrack=1460608 | touchRes=4654(eff=3719,ineff=935) resetRes=1(ineff=0,eff=1) | bc++=935 bc--=3720 inv=131969
[DSB @ 3000000 calls] bc=0 isBypassOn=true| real=1330790 virt=208601 notrack=1460608 | touchRes=4654(eff=3719,ineff=935) resetRes=1(ineff=0,eff=1) | bc++=935 bc--=3720 inv=131969
[DSB @ 3100000 calls] bc=0 isBypassOn=true| real=1430790 virt=208601 notrack=1460608 | touchRes=4654(eff=3719,ineff=935) resetRes=1(ineff=0,eff=1) | bc++=935 bc--=3720 inv=131969
[DSB @ 3200000 calls] bc=0 isBypassOn=true| real=1530789 virt=208601 notrack=1460609 | touchRes=4654(eff=3719,ineff=935) resetRes=1(ineff=0,eff=1) | bc++=935 bc--=3720 inv=131970
[DSB @ 3300000 calls] bc=0 isBypassOn=true| real=1630789 virt=208601 notrack=1460609 | touchRes=4654(eff=3719,ineff=935) resetRes=1(ineff=0,eff=1) | bc++=935 bc--=3720 inv=131970
[DSB @ 3400000 calls] bc=0 isBypassOn=true| real=1730789 virt=208601 notrack=1460609 | touchRes=4654(eff=3719,ineff=935) resetRes=1(ineff=0,eff=1) | bc++=935 bc--=3720 inv=131970
[DSB @ 3500000 calls] bc=0 isBypassOn=true| real=1830789 virt=208601 notrack=1460609 | touchRes=4654(eff=3719,ineff=935) resetRes=1(ineff=0,eff=1) | bc++=935 bc--=3720 inv=131970
[DSB @ 3600000 calls] bc=0 isBypassOn=true| real=1930789 virt=208601 notrack=1460609 | touchRes=4654(eff=3719,ineff=935) resetRes=1(ineff=0,eff=1) | bc++=935 bc--=3720 inv=131970
[DSB @ 3700000 calls] bc=0 isBypassOn=true| real=2030789 virt=208601 notrack=1460609 | touchRes=4654(eff=3719,ineff=935) resetRes=1(ineff=0,eff=1) | bc++=935 bc--=3720 inv=131970
[DSB @ 3800000 calls] bc=0 isBypassOn=true| real=2130789 virt=208601 notrack=1460609 | touchRes=4654(eff=3719,ineff=935) resetRes=1(ineff=0,eff=1) | bc++=935 bc--=3720 inv=131970
[DSB @ 3900000 calls] bc=0 isBypassOn=true| real=2230789 virt=208601 notrack=1460609 | touchRes=4654(eff=3719,ineff=935) resetRes=1(ineff=0,eff=1) | bc++=935 bc--=3720 inv=131970
[DSB @ 4000000 calls] bc=0 isBypassOn=true| real=2330789 virt=208601 notrack=1460609 | touchRes=4654(eff=3719,ineff=935) resetRes=1(ineff=0,eff=1) | bc++=935 bc--=3720 inv=131970
[DSB @ 4100000 calls] bc=0 isBypassOn=true| real=2430789 virt=208601 notrack=1460609 | touchRes=4654(eff=3719,ineff=935) resetRes=1(ineff=0,eff=1) | bc++=935 bc--=3720 inv=131970
[DSB @ 4200000 calls] bc=0 isBypassOn=true| real=2530789 virt=208601 notrack=1460609 | touchRes=4654(eff=3719,ineff=935) resetRes=1(ineff=0,eff=1) | bc++=935 bc--=3720 inv=131970
[DSB @ 4300000 calls] bc=0 isBypassOn=true| real=2630789 virt=208601 notrack=1460609 | touchRes=4654(eff=3719,ineff=935) resetRes=1(ineff=0,eff=1) | bc++=935 bc--=3720 inv=131970
