warn: The `get_runtime_isa` function is deprecated. Please migrate away from using this function.
warn: The se.py script is deprecated. It will be removed in future releases of  gem5.
warn: The `get_runtime_isa` function is deprecated. Please migrate away from using this function.
Global frequency set at 1000000000000 ticks per second
src/mem/dram_interface.cc:690: warn: DRAM device capacity (8192 Mbytes) does not match the address range assigned (16384 Mbytes)
src/base/statistics.hh:279: warn: One of the stats is a legacy stat. Legacy stat is a stat that does not belong to any statistics::Group. Legacy stat is deprecated.
src/base/remote_gdb.cc:418: warn: Sockets disabled, not accepting gdb connections
src/sim/process.cc:396: warn: Checkpoints for pipes, device drivers and sockets do not work.
gem5 Simulator System.  https://www.gem5.org
gem5 is copyrighted software; use the --copyright option for details.

gem5 version 23.0.0.1
gem5 compiled Apr  6 2026 01:50:35
gem5 started Apr  7 2026 09:03:14
gem5 executing on b49ce2a326be, pid 72182
command line: /opt/gem5/build/X86/gem5.opt --outdir=/workspace/results_l3/4MB/policy0Config1/bwaves /workspace/configs/run_spec_l3.py --rp-type=DSBRP --l3-size=4MB --l3-assoc=16 --cpu-type=DerivO3CPU --cmd=./speed_bwaves_base.gem5-x86 --options=bwaves_1 --mem-size=16GB --maxinst=250000000 --caches --l2cache --l1d_size=32kB --l1i_size=32kB --l1d_assoc=8 --l1i_assoc=8 --l2_size=256kB --l2_assoc=8 --checkpoint-restore=1 --checkpoint-dir=/workspace/checkpoints/bwaves/m5out --restore-with-cpu=AtomicSimpleCPU --standard-switch=1 --warmup-insts=50000000 --input=bwaves_1.in --dsb-enable-bypass=true --dsb-enable-aging=false --dsb-bypass-counter=6 --dsb-virtual-bypass-counter=4 --dsb-random-promotion=0 --dsb-minimum-bypass-counter=8

info: Standard input is not a terminal, disabling listeners.
Replacement policy: DSBRP
L1I size: 32kB, assoc: 8
L1D size: 32kB, assoc: 8
L2 size: 256kB, assoc: 8
L3 size: 4MB, L3 assoc: 16
Switch at instruction count:1
src/sim/simulate.cc:194: info: Entering event queue @ 26022662981500.  Starting simulation...
src/sim/simulate.cc:194: info: Entering event queue @ 26022662983500.  Starting simulation...
src/sim/power_state.cc:105: warn: PowerState: Already in the requested power state, request ignored
Switched CPUS @ tick 26022662983500
switching cpus
Switch at instruction count:50000000
src/sim/simulate.cc:194: info: Entering event queue @ 26022662984000.  Starting simulation...
[DSB @ 100000 calls] bc=8 isBypassOn=false| real=33 virt=6247 notrack=93719 | touchRes=4822(eff=27,ineff=4795) resetRes=0(ineff=0,eff=0) | bc++=4795 bc--=27 inv=956
[DSB @ 200000 calls] bc=8 isBypassOn=false| real=33 virt=12542 notrack=187424 | touchRes=8099(eff=27,ineff=8072) resetRes=0(ineff=0,eff=0) | bc++=8072 bc--=27 inv=3737
[DSB @ 300000 calls] bc=8 isBypassOn=false| real=33 virt=18728 notrack=281238 | touchRes=10625(eff=27,ineff=10598) resetRes=0(ineff=0,eff=0) | bc++=10598 bc--=27 inv=7220
[DSB @ 400000 calls] bc=8 isBypassOn=false| real=33 virt=24951 notrack=375015 | touchRes=13124(eff=27,ineff=13097) resetRes=0(ineff=0,eff=0) | bc++=13097 bc--=27 inv=10687
[DSB @ 500000 calls] bc=8 isBypassOn=false| real=33 virt=31245 notrack=468721 | touchRes=15691(eff=27,ineff=15664) resetRes=0(ineff=0,eff=0) | bc++=15664 bc--=27 inv=14200
[DSB @ 600000 calls] bc=8 isBypassOn=false| real=33 virt=37494 notrack=562472 | touchRes=18347(eff=27,ineff=18320) resetRes=0(ineff=0,eff=0) | bc++=18320 bc--=27 inv=17607
[DSB @ 700000 calls] bc=8 isBypassOn=false| real=33 virt=43834 notrack=656132 | touchRes=20959(eff=27,ineff=20932) resetRes=0(ineff=0,eff=0) | bc++=20932 bc--=27 inv=21059
[DSB @ 800000 calls] bc=8 isBypassOn=false| real=33 virt=50177 notrack=749789 | touchRes=23507(eff=27,ineff=23480) resetRes=0(ineff=0,eff=0) | bc++=23480 bc--=27 inv=24655
[DSB @ 900000 calls] bc=8 isBypassOn=false| real=33 virt=56512 notrack=843454 | touchRes=26066(eff=27,ineff=26039) resetRes=0(ineff=0,eff=0) | bc++=26039 bc--=27 inv=28199
[DSB @ 1000000 calls] bc=8 isBypassOn=false| real=33 virt=62658 notrack=937308 | touchRes=28571(eff=27,ineff=28544) resetRes=0(ineff=0,eff=0) | bc++=28544 bc--=27 inv=31608
[DSB @ 1100000 calls] bc=8 isBypassOn=false| real=33 virt=68795 notrack=1031171 | touchRes=31042(eff=27,ineff=31015) resetRes=0(ineff=0,eff=0) | bc++=31015 bc--=27 inv=35044
[DSB @ 1200000 calls] bc=8 isBypassOn=false| real=33 virt=75041 notrack=1124925 | touchRes=33553(eff=27,ineff=33526) resetRes=0(ineff=0,eff=0) | bc++=33526 bc--=27 inv=38499
[DSB @ 1300000 calls] bc=8 isBypassOn=false| real=33 virt=81263 notrack=1218703 | touchRes=36154(eff=27,ineff=36127) resetRes=0(ineff=0,eff=0) | bc++=36127 bc--=27 inv=41929
