warn: The `get_runtime_isa` function is deprecated. Please migrate away from using this function.
warn: The se.py script is deprecated. It will be removed in future releases of  gem5.
warn: The `get_runtime_isa` function is deprecated. Please migrate away from using this function.
Global frequency set at 1000000000000 ticks per second
src/mem/dram_interface.cc:690: warn: DRAM device capacity (8192 Mbytes) does not match the address range assigned (16384 Mbytes)
src/base/statistics.hh:279: warn: One of the stats is a legacy stat. Legacy stat is a stat that does not belong to any statistics::Group. Legacy stat is deprecated.
src/base/remote_gdb.cc:418: warn: Sockets disabled, not accepting gdb connections
src/sim/process.cc:396: warn: Checkpoints for pipes, device drivers and sockets do not work.
gem5 Simulator System.  https://www.gem5.org
gem5 is copyrighted software; use the --copyright option for details.

gem5 version 23.0.0.1
gem5 compiled Apr  6 2026 01:50:35
gem5 started Apr  7 2026 10:15:07
gem5 executing on b49ce2a326be, pid 83246
command line: /opt/gem5/build/X86/gem5.opt --outdir=/workspace/results_l3/4MB/policy0Config2/bwaves /workspace/configs/run_spec_l3.py --rp-type=DSBRP --l3-size=4MB --l3-assoc=16 --cpu-type=DerivO3CPU --cmd=./speed_bwaves_base.gem5-x86 --options=bwaves_1 --mem-size=16GB --maxinst=250000000 --caches --l2cache --l1d_size=32kB --l1i_size=32kB --l1d_assoc=8 --l1i_assoc=8 --l2_size=256kB --l2_assoc=8 --checkpoint-restore=1 --checkpoint-dir=/workspace/checkpoints/bwaves/m5out --restore-with-cpu=AtomicSimpleCPU --standard-switch=1 --warmup-insts=50000000 --input=bwaves_1.in --dsb-enable-bypass=true --dsb-enable-aging=false --dsb-bypass-counter=6 --dsb-virtual-bypass-counter=3 --dsb-random-promotion=0 --dsb-minimum-bypass-counter=12

info: Standard input is not a terminal, disabling listeners.
Replacement policy: DSBRP
L1I size: 32kB, assoc: 8
L1D size: 32kB, assoc: 8
L2 size: 256kB, assoc: 8
L3 size: 4MB, L3 assoc: 16
Switch at instruction count:1
src/sim/simulate.cc:194: info: Entering event queue @ 26022662981500.  Starting simulation...
src/sim/simulate.cc:194: info: Entering event queue @ 26022662983500.  Starting simulation...
src/sim/power_state.cc:105: warn: PowerState: Already in the requested power state, request ignored
Switched CPUS @ tick 26022662983500
switching cpus
Switch at instruction count:50000000
src/sim/simulate.cc:194: info: Entering event queue @ 26022662984000.  Starting simulation...
[DSB @ 100000 calls] bc=12 isBypassOn=false| real=22 virt=12455 notrack=87522 | touchRes=9367(eff=16,ineff=9351) resetRes=0(ineff=0,eff=0) | bc++=9351 bc--=16 inv=1760
[DSB @ 200000 calls] bc=12 isBypassOn=false| real=22 virt=24908 notrack=175069 | touchRes=15786(eff=16,ineff=15770) resetRes=0(ineff=0,eff=0) | bc++=15770 bc--=16 inv=6845
[DSB @ 300000 calls] bc=12 isBypassOn=false| real=22 virt=37360 notrack=262617 | touchRes=20954(eff=16,ineff=20938) resetRes=0(ineff=0,eff=0) | bc++=20938 bc--=16 inv=13206
[DSB @ 400000 calls] bc=12 isBypassOn=false| real=22 virt=49866 notrack=350111 | touchRes=26135(eff=16,ineff=26119) resetRes=0(ineff=0,eff=0) | bc++=26119 bc--=16 inv=19590
[DSB @ 500000 calls] bc=12 isBypassOn=false| real=22 virt=62327 notrack=437650 | touchRes=31292(eff=16,ineff=31276) resetRes=0(ineff=0,eff=0) | bc++=31276 bc--=16 inv=26034
[DSB @ 600000 calls] bc=12 isBypassOn=false| real=22 virt=74881 notrack=525096 | touchRes=36320(eff=16,ineff=36304) resetRes=0(ineff=0,eff=0) | bc++=36304 bc--=16 inv=32624
[DSB @ 700000 calls] bc=12 isBypassOn=false| real=22 virt=87493 notrack=612484 | touchRes=41346(eff=16,ineff=41330) resetRes=0(ineff=0,eff=0) | bc++=41330 bc--=16 inv=39217
[DSB @ 800000 calls] bc=12 isBypassOn=false| real=22 virt=100155 notrack=699822 | touchRes=46534(eff=16,ineff=46518) resetRes=0(ineff=0,eff=0) | bc++=46518 bc--=16 inv=45813
[DSB @ 900000 calls] bc=12 isBypassOn=false| real=22 virt=112650 notrack=787327 | touchRes=51558(eff=16,ineff=51542) resetRes=0(ineff=0,eff=0) | bc++=51542 bc--=16 inv=52350
[DSB @ 1000000 calls] bc=12 isBypassOn=false| real=22 virt=125067 notrack=874910 | touchRes=56594(eff=16,ineff=56578) resetRes=0(ineff=0,eff=0) | bc++=56578 bc--=16 inv=58860
[DSB @ 1100000 calls] bc=12 isBypassOn=false| real=22 virt=137505 notrack=962472 | touchRes=61654(eff=16,ineff=61638) resetRes=0(ineff=0,eff=0) | bc++=61638 bc--=16 inv=65270
[DSB @ 1200000 calls] bc=12 isBypassOn=false| real=22 virt=150015 notrack=1049962 | touchRes=66831(eff=16,ineff=66815) resetRes=0(ineff=0,eff=0) | bc++=66815 bc--=16 inv=71720
[DSB @ 1300000 calls] bc=12 isBypassOn=false| real=22 virt=162413 notrack=1137564 | touchRes=71797(eff=16,ineff=71781) resetRes=0(ineff=0,eff=0) | bc++=71781 bc--=16 inv=78260
