warn: The `get_runtime_isa` function is deprecated. Please migrate away from using this function.
warn: The se.py script is deprecated. It will be removed in future releases of  gem5.
warn: The `get_runtime_isa` function is deprecated. Please migrate away from using this function.
Global frequency set at 1000000000000 ticks per second
src/mem/dram_interface.cc:690: warn: DRAM device capacity (8192 Mbytes) does not match the address range assigned (16384 Mbytes)
src/base/statistics.hh:279: warn: One of the stats is a legacy stat. Legacy stat is a stat that does not belong to any statistics::Group. Legacy stat is deprecated.
src/base/remote_gdb.cc:418: warn: Sockets disabled, not accepting gdb connections
src/sim/process.cc:396: warn: Checkpoints for pipes, device drivers and sockets do not work.
gem5 Simulator System.  https://www.gem5.org
gem5 is copyrighted software; use the --copyright option for details.

gem5 version 23.0.0.1
gem5 compiled Apr  6 2026 01:50:35
gem5 started Apr  6 2026 11:30:13
gem5 executing on b49ce2a326be, pid 194953
command line: /opt/gem5/build/X86/gem5.opt --outdir=/workspace/results_l3/2MB/policy0Config2/bwaves /workspace/configs/run_spec_l3.py --rp-type=DSBRP --l3-size=2MB --l3-assoc=16 --cpu-type=DerivO3CPU --cmd=./speed_bwaves_base.gem5-x86 --options=bwaves_1 --mem-size=16GB --maxinst=250000000 --caches --l2cache --l1d_size=32kB --l1i_size=32kB --l1d_assoc=8 --l1i_assoc=8 --l2_size=256kB --l2_assoc=8 --checkpoint-restore=1 --checkpoint-dir=/workspace/checkpoints/bwaves/m5out --restore-with-cpu=AtomicSimpleCPU --standard-switch=1 --warmup-insts=50000000 --input=bwaves_1.in --dsb-enable-bypass=true --dsb-enable-aging=false --dsb-bypass-counter=6 --dsb-virtual-bypass-counter=3 --dsb-random-promotion=0 --dsb-minimum-bypass-counter=12

info: Standard input is not a terminal, disabling listeners.
Replacement policy: DSBRP
L1I size: 32kB, assoc: 8
L1D size: 32kB, assoc: 8
L2 size: 256kB, assoc: 8
L3 size: 2MB, L3 assoc: 16
Switch at instruction count:1
src/sim/simulate.cc:194: info: Entering event queue @ 26022662981500.  Starting simulation...
src/sim/simulate.cc:194: info: Entering event queue @ 26022662983500.  Starting simulation...
src/sim/power_state.cc:105: warn: PowerState: Already in the requested power state, request ignored
Switched CPUS @ tick 26022662983500
switching cpus
Switch at instruction count:50000000
src/sim/simulate.cc:194: info: Entering event queue @ 26022662984000.  Starting simulation...
[DSB @ 100000 calls] bc=12 isBypassOn=false| real=22 virt=12455 notrack=87522 | touchRes=2868(eff=14,ineff=2854) resetRes=0(ineff=0,eff=0) | bc++=2854 bc--=14 inv=6992
[DSB @ 200000 calls] bc=12 isBypassOn=false| real=22 virt=24914 notrack=175063 | touchRes=2868(eff=14,ineff=2854) resetRes=0(ineff=0,eff=0) | bc++=2854 bc--=14 inv=17437
[DSB @ 300000 calls] bc=12 isBypassOn=false| real=22 virt=37364 notrack=262613 | touchRes=2868(eff=14,ineff=2854) resetRes=0(ineff=0,eff=0) | bc++=2854 bc--=14 inv=27854
[DSB @ 400000 calls] bc=12 isBypassOn=false| real=22 virt=49871 notrack=350106 | touchRes=2868(eff=14,ineff=2854) resetRes=0(ineff=0,eff=0) | bc++=2854 bc--=14 inv=38302
[DSB @ 500000 calls] bc=12 isBypassOn=false| real=22 virt=62324 notrack=437653 | touchRes=2868(eff=14,ineff=2854) resetRes=0(ineff=0,eff=0) | bc++=2854 bc--=14 inv=48729
[DSB @ 600000 calls] bc=12 isBypassOn=false| real=22 virt=74882 notrack=525095 | touchRes=2868(eff=14,ineff=2854) resetRes=0(ineff=0,eff=0) | bc++=2854 bc--=14 inv=59148
[DSB @ 700000 calls] bc=12 isBypassOn=false| real=22 virt=87494 notrack=612483 | touchRes=2868(eff=14,ineff=2854) resetRes=0(ineff=0,eff=0) | bc++=2854 bc--=14 inv=69588
[DSB @ 800000 calls] bc=12 isBypassOn=false| real=22 virt=100155 notrack=699822 | touchRes=2868(eff=14,ineff=2854) resetRes=0(ineff=0,eff=0) | bc++=2854 bc--=14 inv=80206
[DSB @ 900000 calls] bc=12 isBypassOn=false| real=22 virt=112649 notrack=787328 | touchRes=2868(eff=14,ineff=2854) resetRes=0(ineff=0,eff=0) | bc++=2854 bc--=14 inv=90596
[DSB @ 1000000 calls] bc=12 isBypassOn=false| real=22 virt=125069 notrack=874908 | touchRes=2868(eff=14,ineff=2854) resetRes=0(ineff=0,eff=0) | bc++=2854 bc--=14 inv=100984
[DSB @ 1100000 calls] bc=12 isBypassOn=false| real=22 virt=137506 notrack=962471 | touchRes=2868(eff=14,ineff=2854) resetRes=0(ineff=0,eff=0) | bc++=2854 bc--=14 inv=111319
[DSB @ 1200000 calls] bc=12 isBypassOn=false| real=22 virt=150017 notrack=1049960 | touchRes=2868(eff=14,ineff=2854) resetRes=0(ineff=0,eff=0) | bc++=2854 bc--=14 inv=121775
[DSB @ 1300000 calls] bc=12 isBypassOn=false| real=22 virt=162418 notrack=1137559 | touchRes=2868(eff=14,ineff=2854) resetRes=0(ineff=0,eff=0) | bc++=2854 bc--=14 inv=132141
[DSB @ 1400000 calls] bc=12 isBypassOn=false| real=22 virt=174828 notrack=1225149 | touchRes=2868(eff=14,ineff=2854) resetRes=0(ineff=0,eff=0) | bc++=2854 bc--=14 inv=142533
[DSB @ 1500000 calls] bc=12 isBypassOn=false| real=22 virt=187364 notrack=1312613 | touchRes=2868(eff=14,ineff=2854) resetRes=0(ineff=0,eff=0) | bc++=2854 bc--=14 inv=152989
[DSB @ 1600000 calls] bc=12 isBypassOn=false| real=22 virt=199977 notrack=1400000 | touchRes=2868(eff=14,ineff=2854) resetRes=0(ineff=0,eff=0) | bc++=2854 bc--=14 inv=163523
src/sim/simulate.cc:194: info: Entering event queue @ 26278320152500.  Starting simulation...
Switching CPUS @ tick 26278320152500
Simulation ends instruction count:250000000
switching cpus
**** REAL SIMULATION ****
src/sim/simulate.cc:194: info: Entering event queue @ 26278320154500.  Starting simulation...
[DSB @ 1700000 calls] bc=12 isBypassOn=false| real=22 virt=212355 notrack=1487622 | touchRes=2868(eff=14,ineff=2854) resetRes=0(ineff=0,eff=0) | bc++=2854 bc--=14 inv=173862
[DSB @ 1800000 calls] bc=12 isBypassOn=false| real=22 virt=225058 notrack=1574919 | touchRes=2868(eff=14,ineff=2854) resetRes=0(ineff=0,eff=0) | bc++=2854 bc--=14 inv=184438
[DSB @ 1900000 calls] bc=12 isBypassOn=false| real=22 virt=237729 notrack=1662248 | touchRes=2868(eff=14,ineff=2854) resetRes=0(ineff=0,eff=0) | bc++=2854 bc--=14 inv=194979
[DSB @ 2000000 calls] bc=12 isBypassOn=false| real=22 virt=250106 notrack=1749871 | touchRes=2868(eff=14,ineff=2854) resetRes=0(ineff=0,eff=0) | bc++=2854 bc--=14 inv=205346
[DSB @ 2100000 calls] bc=0 isBypassOn=true| real=37711 virt=257799 notrack=1804489 | touchRes=5338(eff=2480,ineff=2858) resetRes=7(ineff=0,eff=7) | bc++=2858 bc--=2487 inv=211777
[DSB @ 2200000 calls] bc=0 isBypassOn=true| real=137711 virt=257799 notrack=1804489 | touchRes=5338(eff=2480,ineff=2858) resetRes=7(ineff=0,eff=7) | bc++=2858 bc--=2487 inv=211777
[DSB @ 2300000 calls] bc=0 isBypassOn=true| real=237711 virt=257799 notrack=1804489 | touchRes=5338(eff=2480,ineff=2858) resetRes=7(ineff=0,eff=7) | bc++=2858 bc--=2487 inv=211777
